message,genre,related
jerome bijou street grandgoave find food,direct,1
school still resumed pap,direct,0
thank take number please,direct,1
bee flit flower flower god need bird sow point god take care oeu,direct,0
would like know agroupcash payed already fifteen day,direct,0
people street rain falling spirit earth never stop shaking,direct,1
lord said learn love love brother,direct,1
please ask government teardown big building front teleco grand rue portauprince,direct,1
could situation find help,direct,1
mme coq philomene desermithe ptionville,direct,1
im truck driver need job,direct,0
sick hungry need help never send help u dont shelter sleep best please,direct,1
please dont understand message,direct,0
dont give coversi sleep sheeti would like tent please,direct,1
dont tent joke,direct,1
place dont gat help need food tent etc,direct,1
need shelter dont find doesnt need find hope god help u,direct,1
need telephone number ong,direct,0
locatione request,direct,0
united nation dont know existence cause never gave anything,direct,1
need information earthquake,direct,1
may know reopenning class already done portauprince,direct,0
find tent im delmas,direct,1
yes there old person never find medicament,direct,1
find stamp passport buy,direct,0
commitee apod le du progres sorganisent pour le devloppement ask reuters agency help apod soon possible eventual integration,direct,0
weary bwa jalouzipetion villethe authority forget uswe need help please,direct,1
dont accept become aware haiti going anywhere,direct,1
need help tp start planting food feed everyone,direct,1
otet organisation tet ensemble de trianon say cheer victim,direct,1
tell time earthquake occur today,direct,1
need always informationsplease,direct,1
someone sleeping outside would like find prelate tent western departement going waiting answer,direct,1
pupil mombin crochu nordest department,direct,1
please would like know oxfam organization office thanks,direct,1
helllo refuge front mariani would like know find help famillies,direct,1
hear evening part western break,direct,1
best practice follow earthquake,direct,1
never find nothing shelter food,direct,1
possible another haiti thanks international help,direct,1
people avenue n said want know distribution food already finish dont find nothing,direct,1
house brockeni dont tent,direct,1
young people would like find jod ii nog whats adress could contacted,direct,0
rain soaking send shelter,direct,1
congratulation person issued message service also thank information going give,direct,0
social wellbeing,direct,0
dont understand men dont lost house,direct,1
responsable give u information volcano,direct,1
please pas message relates authority,direct,0
